participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
01	sub-01	1	mriqc	22.0.6	default	ses-1	SUCCESS
01	sub-01	2	mriqc	22.0.6	default	ses-2	FAIL
02	sub-02	1	mriqc	22.0.6	default	ses-1	SUCCESS
02	sub-02	2	mriqc	22.0.6	default	ses-2	FAIL
03	sub-03	1	mriqc	22.0.6	default	ses-1	SUCCESS
04	sub-04	1	mriqc	22.0.6	default	ses-1	SUCCESS
05	sub-05	1	mriqc	22.0.6	default	ses-1	SUCCESS
06	sub-06	1	mriqc	22.0.6	default	ses-1	SUCCESS
06	sub-06	2	mriqc	22.0.6	default	ses-2	FAIL
07	sub-07	1	mriqc	22.0.6	default	ses-1	SUCCESS
07	sub-07	2	mriqc	22.0.6	default	ses-2	FAIL
08	sub-08	1	mriqc	22.0.6	default	ses-1	SUCCESS
08	sub-08	2	mriqc	22.0.6	default	ses-2	FAIL
09	sub-09	1	mriqc	22.0.6	default	ses-1	SUCCESS
10	sub-10	1	mriqc	22.0.6	default	ses-1	SUCCESS
11	sub-11	1	mriqc	22.0.6	default	ses-1	SUCCESS
12	sub-12	1	mriqc	22.0.6	default	ses-1	SUCCESS
13	sub-13	1	mriqc	22.0.6	default	ses-1	SUCCESS
13	sub-13	2	mriqc	22.0.6	default	ses-2	FAIL
14	sub-14	1	mriqc	22.0.6	default	ses-1	SUCCESS
15	sub-15	1	mriqc	22.0.6	default	ses-1	SUCCESS
15	sub-15	2	mriqc	22.0.6	default	ses-2	FAIL
16	sub-16	1	mriqc	22.0.6	default	ses-1	SUCCESS
17	sub-17	1	mriqc	22.0.6	default	ses-1	SUCCESS
17	sub-17	2	mriqc	22.0.6	default	ses-2	SUCCESS
18	sub-18	1	mriqc	22.0.6	default	ses-1	SUCCESS
19	sub-19	1	mriqc	22.0.6	default	ses-1	SUCCESS
19	sub-19	2	mriqc	22.0.6	default	ses-2	FAIL
20	sub-20	1	mriqc	22.0.6	default	ses-1	SUCCESS
20	sub-20	2	mriqc	22.0.6	default	ses-2	FAIL
21	sub-21	1	mriqc	22.0.6	default	ses-1	SUCCESS
21	sub-21	2	mriqc	22.0.6	default	ses-2	SUCCESS
22	sub-22	1	mriqc	22.0.6	default	ses-1	SUCCESS
23	sub-23	1	mriqc	22.0.6	default	ses-1	SUCCESS
23	sub-23	2	mriqc	22.0.6	default	ses-2	FAIL
24	sub-24	1	mriqc	22.0.6	default	ses-1	SUCCESS
25	sub-25	1	mriqc	22.0.6	default	ses-1	SUCCESS
26	sub-26	1	mriqc	22.0.6	default	ses-1	SUCCESS
26	sub-26	2	mriqc	22.0.6	default	ses-2	SUCCESS
