participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
01	sub-01	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
02	sub-02	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
03	sub-03	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
04	sub-04	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
05	sub-05	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
06	sub-06	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
07	sub-07	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
08	sub-08	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
09	sub-09	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
10	sub-10	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
11	sub-11	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
12	sub-12	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
13	sub-13	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
14	sub-14	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
15	sub-15	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
16	sub-16	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
17	sub-17	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
18	sub-18	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
19	sub-19	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
20	sub-20	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
21	sub-21	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
22	sub-22	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
23	sub-23	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
24	sub-24	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
25	sub-25	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
26	sub-26	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
27	sub-27	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
28	sub-28	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
29	sub-29	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
30	sub-30	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
31	sub-31	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
32	sub-32	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
33	sub-33	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
34	sub-34	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
35	sub-35	T1	mriqc	22.0.1	default	ses-T1	SUCCESS
