participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
001	sub-001	01	mriqc	24.0.2	default	ses-01	SUCCESS
001	sub-001	02	mriqc	24.0.2	default	ses-02	FAIL
002	sub-002	01	mriqc	24.0.2	default	ses-01	SUCCESS
002	sub-002	02	mriqc	24.0.2	default	ses-02	FAIL
003	sub-003	01	mriqc	24.0.2	default	ses-01	SUCCESS
003	sub-003	02	mriqc	24.0.2	default	ses-02	FAIL
004	sub-004	01	mriqc	24.0.2	default	ses-01	SUCCESS
004	sub-004	02	mriqc	24.0.2	default	ses-02	FAIL
005	sub-005	01	mriqc	24.0.2	default	ses-01	SUCCESS
005	sub-005	02	mriqc	24.0.2	default	ses-02	FAIL
006	sub-006	01	mriqc	24.0.2	default	ses-01	SUCCESS
006	sub-006	02	mriqc	24.0.2	default	ses-02	FAIL
007	sub-007	01	mriqc	24.0.2	default	ses-01	SUCCESS
007	sub-007	02	mriqc	24.0.2	default	ses-02	FAIL
008	sub-008	01	mriqc	24.0.2	default	ses-01	SUCCESS
008	sub-008	02	mriqc	24.0.2	default	ses-02	FAIL
009	sub-009	01	mriqc	24.0.2	default	ses-01	SUCCESS
009	sub-009	02	mriqc	24.0.2	default	ses-02	FAIL
010	sub-010	01	mriqc	24.0.2	default	ses-01	SUCCESS
010	sub-010	02	mriqc	24.0.2	default	ses-02	FAIL
011	sub-011	01	mriqc	24.0.2	default	ses-01	SUCCESS
011	sub-011	02	mriqc	24.0.2	default	ses-02	FAIL
012	sub-012	01	mriqc	24.0.2	default	ses-01	SUCCESS
012	sub-012	02	mriqc	24.0.2	default	ses-02	FAIL
013	sub-013	01	mriqc	24.0.2	default	ses-01	SUCCESS
013	sub-013	02	mriqc	24.0.2	default	ses-02	FAIL
014	sub-014	01	mriqc	24.0.2	default	ses-01	SUCCESS
014	sub-014	02	mriqc	24.0.2	default	ses-02	FAIL
015	sub-015	01	mriqc	24.0.2	default	ses-01	SUCCESS
015	sub-015	02	mriqc	24.0.2	default	ses-02	FAIL
016	sub-016	01	mriqc	24.0.2	default	ses-01	SUCCESS
016	sub-016	02	mriqc	24.0.2	default	ses-02	FAIL
017	sub-017	01	mriqc	24.0.2	default	ses-01	SUCCESS
017	sub-017	02	mriqc	24.0.2	default	ses-02	FAIL
018	sub-018	01	mriqc	24.0.2	default	ses-01	SUCCESS
018	sub-018	02	mriqc	24.0.2	default	ses-02	FAIL
019	sub-019	01	mriqc	24.0.2	default	ses-01	SUCCESS
019	sub-019	02	mriqc	24.0.2	default	ses-02	FAIL
020	sub-020	01	mriqc	24.0.2	default	ses-01	SUCCESS
020	sub-020	02	mriqc	24.0.2	default	ses-02	FAIL
021	sub-021	01	mriqc	24.0.2	default	ses-01	SUCCESS
021	sub-021	02	mriqc	24.0.2	default	ses-02	FAIL
022	sub-022	01	mriqc	24.0.2	default	ses-01	SUCCESS
022	sub-022	02	mriqc	24.0.2	default	ses-02	FAIL
023	sub-023	01	mriqc	24.0.2	default	ses-01	SUCCESS
023	sub-023	02	mriqc	24.0.2	default	ses-02	FAIL
024	sub-024	01	mriqc	24.0.2	default	ses-01	SUCCESS
024	sub-024	02	mriqc	24.0.2	default	ses-02	FAIL
025	sub-025	01	mriqc	24.0.2	default	ses-01	FAIL
025	sub-025	02	mriqc	24.0.2	default	ses-02	SUCCESS
025	sub-025	03	mriqc	24.0.2	default	ses-03	FAIL
026	sub-026	01	mriqc	24.0.2	default	ses-01	FAIL
026	sub-026	02	mriqc	24.0.2	default	ses-02	FAIL
026	sub-026	03	mriqc	24.0.2	default	ses-03	SUCCESS
027	sub-027	01	mriqc	24.0.2	default	ses-01	SUCCESS
027	sub-027	02	mriqc	24.0.2	default	ses-02	FAIL
