participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
047EPKL011005	sub-047EPKL011005	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011005	sub-047EPKL011005	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011011	sub-047EPKL011011	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011011	sub-047EPKL011011	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011012	sub-047EPKL011012	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011012	sub-047EPKL011012	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011041	sub-047EPKL011041	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011041	sub-047EPKL011041	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011047	sub-047EPKL011047	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011047	sub-047EPKL011047	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011049	sub-047EPKL011049	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011049	sub-047EPKL011049	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011051	sub-047EPKL011051	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011051	sub-047EPKL011051	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011056	sub-047EPKL011056	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011056	sub-047EPKL011056	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011058	sub-047EPKL011058	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011058	sub-047EPKL011058	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011059	sub-047EPKL011059	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011059	sub-047EPKL011059	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011060	sub-047EPKL011060	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011060	sub-047EPKL011060	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011063	sub-047EPKL011063	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011063	sub-047EPKL011063	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL011068	sub-047EPKL011068	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL011068	sub-047EPKL011068	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL012014	sub-047EPKL012014	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL012014	sub-047EPKL012014	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL012015	sub-047EPKL012015	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL012015	sub-047EPKL012015	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL012017	sub-047EPKL012017	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL012017	sub-047EPKL012017	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL012069	sub-047EPKL012069	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL012069	sub-047EPKL012069	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL012071	sub-047EPKL012071	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL012071	sub-047EPKL012071	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL012073	sub-047EPKL012073	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL012073	sub-047EPKL012073	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL012074	sub-047EPKL012074	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL012074	sub-047EPKL012074	2	mriqc	22.0.6	default	ses-2	FAIL
047EPKL013003	sub-047EPKL013003	1	mriqc	22.0.6	default	ses-1	SUCCESS
047EPKL013003	sub-047EPKL013003	2	mriqc	22.0.6	default	ses-2	FAIL
