participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
S01	sub-S01	1	mriqc	24.0.2	default	ses-1	SUCCESS
S01	sub-S01	2	mriqc	24.0.2	default	ses-2	FAIL
S01	sub-S01	3	mriqc	24.0.2	default	ses-3	FAIL
S01	sub-S01	4	mriqc	24.0.2	default	ses-4	FAIL
S02	sub-S02	1	mriqc	24.0.2	default	ses-1	SUCCESS
S02	sub-S02	2	mriqc	24.0.2	default	ses-2	FAIL
S02	sub-S02	3	mriqc	24.0.2	default	ses-3	FAIL
S02	sub-S02	4	mriqc	24.0.2	default	ses-4	FAIL
S03	sub-S03	1	mriqc	24.0.2	default	ses-1	SUCCESS
S03	sub-S03	2	mriqc	24.0.2	default	ses-2	FAIL
S03	sub-S03	3	mriqc	24.0.2	default	ses-3	FAIL
S03	sub-S03	4	mriqc	24.0.2	default	ses-4	FAIL
S04	sub-S04	1	mriqc	24.0.2	default	ses-1	SUCCESS
S04	sub-S04	2	mriqc	24.0.2	default	ses-2	FAIL
S04	sub-S04	3	mriqc	24.0.2	default	ses-3	FAIL
S04	sub-S04	4	mriqc	24.0.2	default	ses-4	FAIL
S05	sub-S05	1	mriqc	24.0.2	default	ses-1	SUCCESS
S05	sub-S05	2	mriqc	24.0.2	default	ses-2	FAIL
S05	sub-S05	3	mriqc	24.0.2	default	ses-3	FAIL
S05	sub-S05	4	mriqc	24.0.2	default	ses-4	FAIL
S06	sub-S06	1	mriqc	24.0.2	default	ses-1	SUCCESS
S06	sub-S06	2	mriqc	24.0.2	default	ses-2	FAIL
S06	sub-S06	3	mriqc	24.0.2	default	ses-3	FAIL
S06	sub-S06	4	mriqc	24.0.2	default	ses-4	FAIL
S07	sub-S07	1	mriqc	24.0.2	default	ses-1	SUCCESS
S07	sub-S07	2	mriqc	24.0.2	default	ses-2	FAIL
S07	sub-S07	3	mriqc	24.0.2	default	ses-3	FAIL
S07	sub-S07	4	mriqc	24.0.2	default	ses-4	FAIL
S07	sub-S07	5	mriqc	24.0.2	default	ses-5	FAIL
S08	sub-S08	1	mriqc	24.0.2	default	ses-1	SUCCESS
S08	sub-S08	2	mriqc	24.0.2	default	ses-2	FAIL
S08	sub-S08	3	mriqc	24.0.2	default	ses-3	FAIL
S08	sub-S08	4	mriqc	24.0.2	default	ses-4	FAIL
S09	sub-S09	1	mriqc	24.0.2	default	ses-1	SUCCESS
S09	sub-S09	2	mriqc	24.0.2	default	ses-2	FAIL
S09	sub-S09	3	mriqc	24.0.2	default	ses-3	FAIL
S09	sub-S09	4	mriqc	24.0.2	default	ses-4	FAIL
S10	sub-S10	1	mriqc	24.0.2	default	ses-1	SUCCESS
S10	sub-S10	2	mriqc	24.0.2	default	ses-2	FAIL
S10	sub-S10	3	mriqc	24.0.2	default	ses-3	FAIL
S10	sub-S10	4	mriqc	24.0.2	default	ses-4	FAIL
S11	sub-S11	1	mriqc	24.0.2	default	ses-1	SUCCESS
S11	sub-S11	2	mriqc	24.0.2	default	ses-2	FAIL
S11	sub-S11	3	mriqc	24.0.2	default	ses-3	FAIL
S11	sub-S11	4	mriqc	24.0.2	default	ses-4	FAIL
S13	sub-S13	1	mriqc	24.0.2	default	ses-1	SUCCESS
S13	sub-S13	2	mriqc	24.0.2	default	ses-2	FAIL
S13	sub-S13	3	mriqc	24.0.2	default	ses-3	FAIL
S13	sub-S13	4	mriqc	24.0.2	default	ses-4	FAIL
S14	sub-S14	1	mriqc	24.0.2	default	ses-1	SUCCESS
S14	sub-S14	2	mriqc	24.0.2	default	ses-2	FAIL
S14	sub-S14	3	mriqc	24.0.2	default	ses-3	FAIL
S14	sub-S14	4	mriqc	24.0.2	default	ses-4	FAIL
S15	sub-S15	1	mriqc	24.0.2	default	ses-1	SUCCESS
S15	sub-S15	2	mriqc	24.0.2	default	ses-2	FAIL
S15	sub-S15	3	mriqc	24.0.2	default	ses-3	FAIL
S15	sub-S15	4	mriqc	24.0.2	default	ses-4	FAIL
S16	sub-S16	1	mriqc	24.0.2	default	ses-1	SUCCESS
S16	sub-S16	2	mriqc	24.0.2	default	ses-2	FAIL
S16	sub-S16	3	mriqc	24.0.2	default	ses-3	FAIL
S16	sub-S16	4	mriqc	24.0.2	default	ses-4	FAIL
S17	sub-S17	1	mriqc	24.0.2	default	ses-1	SUCCESS
S17	sub-S17	2	mriqc	24.0.2	default	ses-2	FAIL
