participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
dmp0005	sub-dmp0005	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0010	sub-dmp0010	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0010	sub-dmp0010	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0011	sub-dmp0011	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0011	sub-dmp0011	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0018	sub-dmp0018	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0018	sub-dmp0018	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0019	sub-dmp0019	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0019	sub-dmp0019	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0032	sub-dmp0032	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0034	sub-dmp0034	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0036	sub-dmp0036	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0036	sub-dmp0036	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0048	sub-dmp0048	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0048	sub-dmp0048	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0060	sub-dmp0060	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0060	sub-dmp0060	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0062	sub-dmp0062	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0062	sub-dmp0062	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0063	sub-dmp0063	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0063	sub-dmp0063	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0090	sub-dmp0090	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0095	sub-dmp0095	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0095	sub-dmp0095	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0097	sub-dmp0097	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0097	sub-dmp0097	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0098	sub-dmp0098	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0098	sub-dmp0098	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0106	sub-dmp0106	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0106	sub-dmp0106	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0109	sub-dmp0109	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0109	sub-dmp0109	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0110	sub-dmp0110	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0110	sub-dmp0110	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0115	sub-dmp0115	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0118	sub-dmp0118	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0118	sub-dmp0118	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0140	sub-dmp0140	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
dmp0140	sub-dmp0140	scan2	mriqc	22.0.6	default	ses-scan2	SUCCESS
dmp0148	sub-dmp0148	scan1	mriqc	22.0.6	default	ses-scan1	SUCCESS
