participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
3408	sub-3408	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
3408	sub-3408	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
3844	sub-3844	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
3844	sub-3844	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
3970	sub-3970	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
3970	sub-3970	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
3977	sub-3977	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
3977	sub-3977	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4077	sub-4077	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4077	sub-4077	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4428	sub-4428	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4428	sub-4428	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4580	sub-4580	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4580	sub-4580	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4594	sub-4594	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4594	sub-4594	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4633	sub-4633	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4633	sub-4633	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4685	sub-4685	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4685	sub-4685	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4729	sub-4729	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4729	sub-4729	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4737	sub-4737	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4737	sub-4737	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4739	sub-4739	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4739	sub-4739	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
4788	sub-4788	unnamed	fmriprep	23.2.0	default	ses-unnamed	SUCCESS
4788	sub-4788	unnamed	mriqc	22.0.6	default	ses-unnamed	SUCCESS
