participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
5401	sub-5401	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5401	sub-5401	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5404	sub-5404	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5404	sub-5404	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5407	sub-5407	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5407	sub-5407	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5408	sub-5408	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5408	sub-5408	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5409	sub-5409	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5409	sub-5409	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5410	sub-5410	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5410	sub-5410	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5411	sub-5411	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5411	sub-5411	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5412	sub-5412	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5412	sub-5412	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5414	sub-5414	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5414	sub-5414	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5415	sub-5415	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5415	sub-5415	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5416	sub-5416	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5416	sub-5416	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5417	sub-5417	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5417	sub-5417	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5418	sub-5418	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5418	sub-5418	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5419	sub-5419	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5419	sub-5419	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5420	sub-5420	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5420	sub-5420	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5421	sub-5421	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5421	sub-5421	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5422	sub-5422	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5422	sub-5422	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5423	sub-5423	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5423	sub-5423	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5424	sub-5424	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5424	sub-5424	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5425	sub-5425	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5425	sub-5425	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5426	sub-5426	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5426	sub-5426	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5427	sub-5427	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5427	sub-5427	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5428	sub-5428	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5428	sub-5428	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5429	sub-5429	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5429	sub-5429	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5430	sub-5430	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5430	sub-5430	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5432	sub-5432	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5432	sub-5432	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5433	sub-5433	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5433	sub-5433	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5435	sub-5435	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5435	sub-5435	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5436	sub-5436	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5436	sub-5436	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5437	sub-5437	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5437	sub-5437	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5439	sub-5439	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5439	sub-5439	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
5440	sub-5440	unnamed	fmriprep	23.2.1	default	ses-unnamed	SUCCESS
5440	sub-5440	unnamed	mriqc	23.1.0	default	ses-unnamed	SUCCESS
