participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
101	sub-101	01	fmriprep	25.1.3	default	ses-01	SUCCESS
101	sub-101	01	mriqc	24.0.2	default	ses-01	SUCCESS
102	sub-102	01	fmriprep	25.1.3	default	ses-01	SUCCESS
102	sub-102	01	mriqc	24.0.2	default	ses-01	SUCCESS
103	sub-103	01	fmriprep	25.1.3	default	ses-01	SUCCESS
103	sub-103	01	mriqc	24.0.2	default	ses-01	SUCCESS
104	sub-104	01	fmriprep	25.1.3	default	ses-01	SUCCESS
104	sub-104	01	mriqc	24.0.2	default	ses-01	SUCCESS
105	sub-105	01	fmriprep	25.1.3	default	ses-01	SUCCESS
105	sub-105	01	mriqc	24.0.2	default	ses-01	SUCCESS
107	sub-107	01	fmriprep	25.1.3	default	ses-01	SUCCESS
107	sub-107	01	mriqc	24.0.2	default	ses-01	SUCCESS
108	sub-108	01	fmriprep	25.1.3	default	ses-01	SUCCESS
108	sub-108	01	mriqc	24.0.2	default	ses-01	SUCCESS
110	sub-110	01	fmriprep	25.1.3	default	ses-01	SUCCESS
110	sub-110	01	mriqc	24.0.2	default	ses-01	SUCCESS
111	sub-111	01	fmriprep	25.1.3	default	ses-01	SUCCESS
111	sub-111	01	mriqc	24.0.2	default	ses-01	SUCCESS
112	sub-112	01	fmriprep	25.1.3	default	ses-01	SUCCESS
112	sub-112	01	mriqc	24.0.2	default	ses-01	SUCCESS
113	sub-113	01	fmriprep	25.1.3	default	ses-01	SUCCESS
113	sub-113	01	mriqc	24.0.2	default	ses-01	SUCCESS
115	sub-115	01	fmriprep	25.1.3	default	ses-01	SUCCESS
115	sub-115	01	mriqc	24.0.2	default	ses-01	SUCCESS
117	sub-117	01	fmriprep	25.1.3	default	ses-01	SUCCESS
117	sub-117	01	mriqc	24.0.2	default	ses-01	SUCCESS
118	sub-118	01	fmriprep	25.1.3	default	ses-01	SUCCESS
118	sub-118	01	mriqc	24.0.2	default	ses-01	SUCCESS
119	sub-119	01	fmriprep	25.1.3	default	ses-01	SUCCESS
119	sub-119	01	mriqc	24.0.2	default	ses-01	SUCCESS
120	sub-120	01	fmriprep	25.1.3	default	ses-01	SUCCESS
120	sub-120	01	mriqc	24.0.2	default	ses-01	SUCCESS
121	sub-121	01	fmriprep	25.1.3	default	ses-01	SUCCESS
121	sub-121	01	mriqc	24.0.2	default	ses-01	SUCCESS
124	sub-124	01	fmriprep	25.1.3	default	ses-01	SUCCESS
124	sub-124	01	mriqc	24.0.2	default	ses-01	SUCCESS
127	sub-127	01	fmriprep	25.1.3	default	ses-01	SUCCESS
127	sub-127	01	mriqc	24.0.2	default	ses-01	SUCCESS
128	sub-128	01	fmriprep	25.1.3	default	ses-01	SUCCESS
128	sub-128	01	mriqc	24.0.2	default	ses-01	SUCCESS
131	sub-131	01	fmriprep	25.1.3	default	ses-01	SUCCESS
131	sub-131	01	mriqc	24.0.2	default	ses-01	SUCCESS
132	sub-132	01	fmriprep	25.1.3	default	ses-01	SUCCESS
132	sub-132	01	mriqc	24.0.2	default	ses-01	SUCCESS
133	sub-133	01	fmriprep	25.1.3	default	ses-01	SUCCESS
133	sub-133	01	mriqc	24.0.2	default	ses-01	SUCCESS
134	sub-134	01	fmriprep	25.1.3	default	ses-01	SUCCESS
134	sub-134	01	mriqc	24.0.2	default	ses-01	SUCCESS
136	sub-136	01	fmriprep	25.1.3	default	ses-01	SUCCESS
136	sub-136	01	mriqc	24.0.2	default	ses-01	SUCCESS
139	sub-139	01	fmriprep	25.1.3	default	ses-01	SUCCESS
139	sub-139	01	mriqc	24.0.2	default	ses-01	SUCCESS
140	sub-140	01	fmriprep	25.1.3	default	ses-01	SUCCESS
140	sub-140	01	mriqc	24.0.2	default	ses-01	SUCCESS
142	sub-142	01	fmriprep	25.1.3	default	ses-01	SUCCESS
142	sub-142	01	mriqc	24.0.2	default	ses-01	SUCCESS
145	sub-145	01	fmriprep	25.1.3	default	ses-01	SUCCESS
145	sub-145	01	mriqc	24.0.2	default	ses-01	SUCCESS
146	sub-146	01	fmriprep	25.1.3	default	ses-01	SUCCESS
146	sub-146	01	mriqc	24.0.2	default	ses-01	SUCCESS
148	sub-148	01	fmriprep	25.1.3	default	ses-01	SUCCESS
148	sub-148	01	mriqc	24.0.2	default	ses-01	SUCCESS
149	sub-149	01	fmriprep	25.1.3	default	ses-01	SUCCESS
149	sub-149	01	mriqc	24.0.2	default	ses-01	SUCCESS
151	sub-151	01	fmriprep	25.1.3	default	ses-01	SUCCESS
151	sub-151	01	mriqc	24.0.2	default	ses-01	SUCCESS
152	sub-152	01	fmriprep	25.1.3	default	ses-01	SUCCESS
152	sub-152	01	mriqc	24.0.2	default	ses-01	SUCCESS
153	sub-153	01	fmriprep	25.1.3	default	ses-01	SUCCESS
153	sub-153	01	mriqc	24.0.2	default	ses-01	SUCCESS
154	sub-154	01	fmriprep	25.1.3	default	ses-01	SUCCESS
154	sub-154	01	mriqc	24.0.2	default	ses-01	SUCCESS
155	sub-155	01	fmriprep	25.1.3	default	ses-01	SUCCESS
155	sub-155	01	mriqc	24.0.2	default	ses-01	SUCCESS
156	sub-156	01	fmriprep	25.1.3	default	ses-01	SUCCESS
156	sub-156	01	mriqc	24.0.2	default	ses-01	SUCCESS
160	sub-160	01	fmriprep	25.1.3	default	ses-01	SUCCESS
160	sub-160	01	mriqc	24.0.2	default	ses-01	SUCCESS
